SKU,Barcode,Product,Total QTY,per unit Rate,Stock value,Production Floor,MAIN WAREHOUSE,Godown (LA-5B),Rawalpindi Warehouse,Lahore warehouse,Make Up City - North,Liquidation Stock RWL,Tariq Trader Warehouse (PSH),FOC Warehouse - Rawalpindi,Tester Warehouse - Rawalpindi,Damage & Expire Warehouse - Rawalpindi,Commercial/Fresh Stock,Damage & Expire Warehosue - Lahore,Liquidation Stock LHR,Make Up City - Central,Enem Enterprises,Liquidation Stock KHI,Make Up City - South,Liquidation Stock Central,Damage & Expire Warehosue - Karachi,MB Trader,warehouse_adjustment,Status
202445,,ADS PRO I,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stock status (damage/ finish good etc)
